id	text
319874	I liked them the first time I bought them.  Then, I bought like 6 bags and had 1 chip and just really didn't like them.  Too much of a good thing I guess.  Best to eat these with moderation.
29295	This popcorn has a good taste like the movies theaters at a reasonable price. The package contains all of the ingredients and instructions to a good eating and popping experience.<br />Although I didn't got through the whole case I bought,family and friends loved it. Nice product I'll buy from Discount Tommy soon!<br /><br />  Marcla
294767	I picked this up at a nutrition store and was impressed.  Compared to anything else I have tried, this is by far the best.  Muscle Milk compared to this tastes like a garbage chemical...
470629	Every time I open a can, my cat meows like CRAZY... He always thinks it's one of these... Sometimes it is and sometimes it isn't. So whenever I have soup or whatever, I give him one of these. This is the only kind of food that I KNOW he likes. And it keeps him healthy. I can tell when cat food isn't that good for him. He sheds a little more. But I don't have that problem with this and the other cat food I'm giving him now.
474034	The tea tastes great and the price is right.  It has a delightful smell<br />when the envelope is opened and when the tea is brewed.  Green tea has<br />health benefits but the green chai is much more fun to drink than most<br />green teas.
93127	"Surprisingly good.<br /><br />Very easy to make, but it did take more watching and stirring than I would have liked. A nice alternative to Hamburger Helper when you need a """"desperation dinner.""""<br /><br />The kit consists of a packet of risotto (a rice shaped pasta), a flavor pack, a pack of freeze-dried broccoli, and a pouch of Velveeta cheese. You provide and brown your own chicken, boil the rice with the flavor packet, add the chicken, add the broccoli (it looks and smells weird out of the pack), and finish by adding the cheese. The final product looks ok (only vaguely reminiscent of vomit), but it tastes and smells good. It did not taste as salty as I had expected (much less salty tasting than Hamburger Helper), but I did feel thirsty after I ate it.<br /><br />You could also make it without the chicken for a vegetarian version, or if you are feeling particularly lazy."
507803	We wouldn't use any other kind of popcorn.  It is actually BETTER than theater popcorn!  It has just the right amount of salt and butter.  DELICIOUS!
112914	My husband and I LOVE these chips! Personally I think the flavor is perfect. Try them for yourself!
523871	I made a purchase because of the rave reviews of others. After few tried out I found it lacks the typical full body aroma of sumatra grown coffee beans  which I'm so used to it. May be because it is organic therefore not so full of flavor.
320533	I had this for the first time recently while I was travelling in Greece. It's delicious fruit juice made from real fruit and it's not too sweet. it's manufactured by the Coca-Cola company and I wish they would sell it here too. In the USA we get Hi-C which has very little real fruit juice if any and they get these fabulous fruit concotions. Not fair!
552061	Several years ago, I started making homemade marshmallows for family and friends.  You'd be amazed at the simple joy that radiates from the face of a person learning for the first time that marshmallows can be made at home.  Anyway, as a special treat for a friend who  is so enamored with France that she grows French lavender in her backyard because it reminds her of her travels there, I decided to try a lavender marshmallow.<br /><br />I was able to find some culinary lavender in my local grocery store (near a pretty urban area), but it seemed so expensive.  In the end, this is about a fifth of the price of my grocery store.  Win!  When I got the package in the mail, I could smell the floral, almost woodsy and astringent fragrance that I associate with lavender (and rosemary) before even opening it.  The color of the flower buds ranged from shades of blue to purple.<br /><br />To cook with it, I dump what I need into a large bowl and use the sprayer on my faucet to put enough water in the bowl so that the flowers float.  I give it a stir and then use a small-gauge strainer to scrape the floating flowers out of the water.  Any detritus that may be mixed in with the flowers will sink to the bottom (though any stems will not - but then again, rosemary and thyme typically have some stems mixed in), so don't just dump it in the strainer.  Glean the flowers from the top of the bowl.<br /><br />As for my marshmallows, which I topped with lavender-scented dark chocolate, my friend loved them and everything I've made since (lavender lemon cookies, blueberry lavender syrup, lavender cream, lavender, thyme, and rosemary roasted potatoes, lavender butter, strawberry lavender butter, etc.) has been quite delicious.  When I need more lavender, I know where to come.<br /><br />Update:  I also wanted to mention that 1 oz. of lavender is about 1.25 cups.
419463	I'm a busy mom who normally runs on coffee, but 5 Hour Energy is a great lower calorie alternative. I don't get the shakes like I do after one too many espressos, and I can tuck one of these into my purse easily. A quick shot and I'm good to go, without the possibility of coffee stains or spills.<br /><br />I was amazed at how long it lasted as well. I was used to having to refuel my caffeine tanks around 2:30 pm, but I took the shot at 7 a.m., and kept going until 6 without a hitch.<br /><br />I may have to start buying by the case. Great product.<br /><br />I received a free sample of 5-Hour ENERGYÂ® from Smiley360.
366854	I don't know why but my dogs are not interested in these treats.  They love chewing on other brands of bully sticks but not this one.  I guess they all have their favorites like people do. They don't compare to bully sticks which are meatier and tastier looking.  But who knows, your dog(s) may like them?
345355	The Jacobs coffee was delivered quickly and without damage to the packages. Fresh coffee. I am unuble to find this in the stores and to see it online was a nice surprise.
144558	New to cat ownership. This works well. The cat is happy, the job gets done easily and efficiently. Good price and well made plastic scoop.
50205	My wife and I made this kit and it is extremely simple to make. We added 2 lbs of dextrose to the primary and aged it for 2 months. I was pleasantly surprised when we tried this on bottling day. It is sweet and fruity, plus it had the ABV that we were hoping for. I highly recommend this kit.
565043	I love these delicious peanut buttery puffs. Much better for you than the Capn's version, for sure. And I love the environmentally friendly packaging. These didn't last long enough to go bad, even in such a large quantity. But when will Amazon get them back in?!
293393	We first tried these while experimenting with GFCF diet for my son.  He is a seriously picky eater and before these cookies would only try soft-baked cookies. The cookies are small and crunchy with just a little bit of a chewiness in the middle. These cookies have stayed a part of our household even though the GFCF diet did not.
244515	This is the most flavorful salt you can imagine.  After you cook a nice thick steak and carve it, sprinkle a little of this salt on the cut side to make the meat pop in your mouth!!!  If you've never experimented with finishing salts, then this is a great starting point!
272892	I love this tea.  This has body, flavor, and is easy to brew.  Twice as good as any Lipton tea.
202925	I bought this to make Butterscotch Pots DeCreme.  It was divine!  Better yet, I'll use Dark Muscovado sugar in every recipe that calls for brown sugar.  The flavor is far superior.  A little spendy but worth the extra.
236813	Greenies are great, both my cats love them and they seem to be a bit more nutritious than other treats. But you can find the same size bag for $3 or less at the grocery store, usually. Unless yours doesn't stock them, I don't see why you'd pay $5 at Amazon for them. Even with the 4-for-3 promo you're not getting a great deal.
543391	what more can a girl ask for?  This was a gift for a friend who was missing her Scottish vacation and reminiscing about the tea.  I found it on amazon (of course!) and got super fast delivery and my friend is very happy!  Yay, Amazon!
40966	I have searched for an oatmeal that was not soupy or creamy. The key to.this oatmeal is to.have the water boiling when you add the oats. I love this oatmeal. Best I have found in my opinion.
221621	I like teas and i do drink them quite freaquently. This one is not really noteworthy. It Is somewhat on the weak side, but far from the worst.<br />I am only writing this review to tell you to shop around. Check the Twinings website. There are deals to be had!
170314	You will not regret buying these if you are a fan of ginger.  I plan on trying the ginger mango next.  They are the best ginger chews I've ever tasted.
468361	...a #2! I do eat other foods with some fiber but I think these seeds have more fiber and it definitely helps with bowel movements :D. So far, I've used it in baking (e.g. cookies, cake) and smoothies. Doesn't alter the taste in any form since the seed is tiny. As for whether I have more energy, I haven't noticed any additional energy since I've been using it.<br /><br />The pack I received has an expiration date of 2014 in case you might wondering.
89901	Shaggy dog thought this was human food, I think because of the way it looks.  The picture on the bag is pretty accurate - there are meat pieces, veggie pieces and kibble.  He seems to like the taste of it, too. That may be beacuse it is so different from his usual limited ingredient grain free foods. This food agreed with his sometimes testy digestive system,so it's a food we'll rotate into his diet from time to time.<br /><br />Here are the stats: crude protein 28%; crude fat 16% crude fiber 3% moisture 12%<br /><br />and the top ingredients: Beef, soybean meal,soy flour,animal fat preserved with mixed tocopherols, brewers rice, soy protein concentrate, corn gluten meal, yellow corn, glycerin, poultry by-product meal ---- and the list goes on.  You might want to compare this to the food you currently use for comparison.(the first ingredients are those in greatest concentration in the food)
410692	"I bought this vanilla powder in Whole Foods, I assumed that Whole Foods sell best products. Unfortunately WH also sell GMO, but they pay me money back even for empty bottles of this vanilla powder.<br />I do not recommend to buy this vanilla powder, especially for children and young adults, because maltodextrin is made from GMO (genetically modified organism).<br />Nielsen-Massey company also give me false info over the phone that they do not use GMO.<br />Here is part of document I received from Nielsen-Massey company by email:<br /><br />""""To whom it might concern:<br />Regarding MALTRIN M100 and M510 maltodextrin, these products are processed from some GMO raw materials. These products will typically test negative for GMOs by PCR method. Those products will not meet EU labeling regulations as a non-GMO...."""""
519404	I remember eating these a kid and i loved them so much. I have been trying to find them for years and finally i found them on amazon. These pops are so addictive once i eat one i cant stop eating more.
429076	We received our Bob's Red Mill Cranberry Beans quickly.I soaked them overnight and rinsed.I added chopped onion and olive oil.Also, I added a cleaned,large potato,pierced.After beans are cooked,dispose of the potato.(If beans bother the system the starch in the potato helps.)The beans were delicious.We made cornbread and hash browns,yum,yum.I also like to mix navy beans with cranberry beans.The cooking time is about the same and delicious.<br />Try these,you won't be disappointed.  NOTE:I stored the extra packages of cranberry beans in the freezer to keep them fresh.
507768	This is wonderful toffee.  A bit tacky, not too sweet, very creamy.  The hazelnuts give it a bit of crunch and add flavor.
297037	I reall love the chocolate raseberry kcups I was getting them through the  company but they are cheaper through amazon thhttp://www.amazon.com/gp/product/B0039556K2/ref=cm_cr_rev_prod_titleanks
237568	I had never had veitnamese style coffee before purchasing this item. It was wonderful the item works great clean easy and was shipped fast. Would recommend to friends and other coffee lovers.
293287	I'm a big fan of dark chocolate and really like the Extreme Chocolate Mini Cookies.  I've also had Pamela's Products Ginger Cookies and they are very good as well, however the chocolate are the best!
257588	"This body wash lathers up well, but you need to use a good amount; it isn't concentrated.  The scent is similar to """"<a href=""""http://www.amazon.com/gp/product/B000VOLLG2"""">English Leather</a>"""" Aftershave.  The bottle is designed well, easy to use while showering."
148477	I received medium roast. Didn't receive the correct coffee shown on picture. Disappointed by this. I suppose ill try as its a lot of my trouble to return
211717	I love the Munchies PB crackers like the first reviewer.  They are the best on the market.  I can only find the multi-pack boxes at Walmart but they are usually sold out--though they do sell them by individual packs on the checkout aisle. I wish Amazon carried the boxes cheaper.  Why so expensive here when you can buy a box at Walmart for $1.99?
45180	This rice has a good flavor. I keep them on hand when I need a quick side dish.  Nice amount of spices.
517108	The soup is delicious.......the price is not!<br /><br />I purchased an 8 pack of this soup for under twenty dollars delivered about 6 months ago direct from Amazon. Unfortunately it looks like we now have to go through a reseller to obtain this product and pay an inflated price, hence the one star rating. I'm down to my last can but I cannot bring myself to pay this much for soup!
53018	Excellent!  Best chocolate truffles I have ever had.  I received them as a gift from a student.  I have to admit I gave a lot away (there are 80! in the box) but that was only because I found them very addicting and didn't want to imagine what 80 truffles would do to my hips (because I WOULD have eaten all 80 - they are that good!).
507825	These are pretty tasty, and I don't like most nutrition bars.  I eat them for an early morning breakfast.  They don't taste too sweet, yet not overly healthy either.  Just a really yummy-peanutty flavor.
526234	These little trinkets are hard to find but quite yummy!
354774	My absolute favourite! When it comes to these gummy treats Bissinger is 5 Star! Superior flavour!  Best advice buy plenty. You won't be able to share.
487558	This is the best coffee ive tried yet.<br />I Don't even like Folgers.<br />This says something.<br /><br />I have a love for caramel and it is taste-able.<br />The only coffee I dont use milk or sugar on too!
128862	Gummies were fresh and yummy, well packaged!<br />Only wish apo shipping were an option, I had to reroute<br />to another place to get here.
154155	I bought a bottle of Master Martini Gold Dirty Martini mix from the local liquor store.  I tasted awful...like chemicals.  They should be ashamed to call it Dirty Martini mix.  When I received the Dirty Sue Dirty Martini Mix, I had my fingers crossed...and I was not disappointed.  It has a real olive taste! It is the best dirty martini mix that I have ever had! It only has 2 drawbacks---1)it isn't available in local stores and 2) the bottles aren't larger.  Can't wait until Amazon carries the larger bottles.
537573	Sylvia's cornbread is very rich unlike others, and very simple to make!!!!I shared w/family and friends, everyone loved it!!!!!
441345	My only complaint is how long it took to ship from the UK to the United States. But, that's not Marmite's fault. I am a recent devotee of Marmite, having only found out about it, and that I could get it here a couple months ago. After devouring 2 bottles of the regular, I had to order this. Man, am I glad I did. I mean Marmite is good, but if I am going to pay a premium for it anyway (125g jar here for $6), then $15 for a jar twice the size, with twice the taste is worth it to me. Thanks for making this available to me.
264767	Great value for bully sticks, which are usually pretty expensive. Arrived on time with no issues and our pup loves them.
359121	I thought this may be a little hot for me so I mixed a few teaspoons with a little mirin and sesame oil.  Very, very good.  However, I tried to order 5 more and the shipping was more than the product so I cancelled the order.
512064	I really like the Nature Valley Cinnamon Granola Bars and have for some time.  However, I can no longer find them in the grocery stores in my locale.  The boxes of Cinnamon bars stopped being available some years ago, and recently they were no longer available in the variety pack either.  It was a pleasure being able to purchase them again.
145043	First off, Huggy's Haven change your picture! False advertising!!!!! I thought I was purchasing the old berry kix and it turns out it was the new one. For the amount of money I paid, I could have gone to Walmart and paid much less. This company charged me a ton for shipping and it was still 25 days late. I wasn't until I messaged them that the product was shipped. Don't buy anything from Huggy's Haven, they lie and they the overcharge you while they're doing it! I will never purchase anything from these people again!
108865	I received the tree in the coldest days of January and the box was left outside. I thought that under those conditions the tree would have no chance. To my surprise the tree looked great it was well wrapped and it had a warm pad that kept the temperature fairly well inside the box. The tree itself looks like the one in the picture and I'm very happy with it. I just saw that new leaves started to develop and it looks that it is going to go well.
466650	My family loves French Fried Onions. My kids will eat almost any vegetable if I sprinkle a few of these on top. Getting the big 24 OZ bag is a must.
391292	"My husband and I drink a good amount of Crystal Light powdered beverages. I was initially leery of purchasing this particular flavor but after trying <a href=""""http://www.amazon.com/gp/product/B005A1LINC"""">Crystal Light Moctails Mojito, 1.41-Ounce (Pack of 4)</a> and finding it great, I thought I would give this one a try. In terms of flavor, I find this acceptable.  It tastes like a very mild margarita (without alcohol).  It even smells like a margarita.  While I think Crystal Light has done a good job imitating a margarita, it is not my favorite Crystal Light product.<br /><br />If you live near a Meijer, you can buy a five pack canister of the Margarita drink mix (as well as <a href=""""http://www.amazon.com/gp/product/B005A1LGIY"""">Crystal Light Mocktails Appletini, 1.69-Ounce (Pack of 4)</a> and <a href=""""http://www.amazon.com/gp/product/B005A1LINC"""">Crystal Light Moctails Mojito, 1.41-Ounce (Pack of 4)</a>) for about 2.79.<br /><br />If you recycle your plastics, be aware that Crystal Light sells its product in a #5 container. Unless you live in a relatively progressive place, #5 plastics are typically very difficult to recycle. Whole Foods engages in a recycling initiative to collect #5 plastics but if you don't live near one and you care about recycling, these can be a challenging item to deal with.<br /><br />At the end of the day, this is a beverage that I would drink again but I don't know if I would purchase it if some of my other Crystal Light favorites were available like <a href=""""http://www.amazon.com/gp/product/B001E53TMQ"""">Crystal Light Sunrise Ruby Red Grapefruit, 3.4-Ounce Unit (Pack of 6)</a> and <a href=""""http://www.amazon.com/gp/product/B005A1LINC"""">Crystal Light Moctails Mojito, 1.41-Ounce (Pack of 4)</a>."
441446	Very deceptive marketing. There is sucralose in this product used to make it sweeter. I fed this to my children not realizing they had not reduced the amount of sugar, simply replaced real sugar with a chemical (sucralose). If I wanted to feed my family fake sugar I would have bought the diet oatmeal. It should clearly read SWEETENED WITH SUCRALOSE on the label and NOT LOWER SUGAR.
561423	I love passion fruit juice and this is a very good product. Each bottle makes about a gallon. It is low in sugar and low on glycemic index. Has a lot of potassium and is a natural relaxer. Makes great cocktails too if it isn't relaxing enough for you straight up! Fast delivery and great product!
31473	This is the best.  Great taste and yummy, like eating dessert.  Love it.
212679	This review is about the product the seller was great!<br /><br />I heard it was good for sleep couldn't find it local so i bought it here. It stunk up my house, taste awful. save your money and buy any other tea out there.
237777	ACTUALLY, THESE WERE BETTER THAN I HAD EXPECTED.  CAREFULLY WRAPPED AND FRESH TASTING, WONDERFUL TEXTURE, WOULD HIGHLY RECOMMEND THESE TO EVERYONE.
161100	I bought this product at Yoke's in Sandpoint, Idaho, and it's fabulous. Hot, hot, black pepper flavor with a savory burn that feels good on a crisp winter morning. A real plus for me is that it has NO MSG. But the real reason why I can eat this is that it has no soy protein of any kind. Soy is an extreme allergen in certain people, like me, and frankly, has no business being in food. I salute Old Trapper for making a delicious, soy-free, MSG-free peppered beef jerky (my favorite flavor) at a reasonable price. MADE IN USA.
509832	I do not eat sugar so the sugar free Torani Surups are a go to product for me.  I make my own version of the popular Peppermint Mocha coffee sold at coffee shops.
197429	This is one of our 13 month old Samoyed's favorite chews/toys (my chow chow has no interest in it.)  Not only does he like to gnaw on it, but he tosses it all around and chases it. Caution though, I got the large bone and it has some weight to it (almost 2#s.) One time he let it drop, it bounced and hit a ceramic planter causing it to shatter! I took the advice of another reviewer and doubled up on the rawhide rings.  I've had it for five days and he hasn't managed to chew them off yet...but keeps trying!  So far, this has been an indestructible chew toy that has kept him occupied for hours.
488197	Easy to get a modified espresso bump even when I am asleep on my feet at 5:30 in the morning.
107539	This is one of my favorite k-cup coffees. Bold and assertive but smooth and without bitterness. Unfortunately it's out of stock at Keurig.com where a 24 count box sells for $13.90(for members)and includes free shipping. I considered ordering a box here until discovering the unreasonable price plus shipping of this item from this seller. Buyer beware!
94548	I love this honey mustard more than any I've ever tried. It's the only kind that is close to what they provide in restaurants. The other stuff in grocery stores taste gross. Unfortunately, I haven't found Billy Bee Honey Mustard in any stores near me. My mom has been shipping it to me from Orlando, Fl, since 1996 (first when I was in college and now that I live in LA, CA). She's had problems finding it recently so I did a google search and look what I found! I'm soooo freakin' excited! Totally asking for this for xmas!
497504	I bought these for my 2 nieces - one is 3 the other is 6. They love lollipops. These are probably the most healthy lollipops you can buy. They are 100% all natural - nothing is artificial in them. I didn't want to buy them something with a lot of added sugar - which these don't have. What's also great about these lollipops is there are a lot of flavors to choose from. My nieces love the variety and love the taste. And since this was a big container and thus there were lots of lollipops I took some for myself and I love the taste as well. There isn't a flavor I don't like.
378768	"It stinks, it's sticky-gooey-awful, and my cat loves it!<br /><br />My vet recommended """"baby food"""" for my cat when he was having trouble digesting his normal fare.  I tried several varieties but Gerber Beef & Gravy was the clear winner.  My cat likes it so much that he insists on a jar of it to start each day.<br /><br />More expensive than """"cat food"""", it beats the heck out of having to deal with kitty vomit!  Since Gerber doesn't vitaminize its foods for cats, I add 50-100mg of Taurine to every plate.<br /><br />Amazon's prices are the best!"
62663	"I highly recommend it.<br /><br />I didn't really drink tea, until about six months ago. I was drinking <a href=""""http://www.amazon.com/gp/product/B003HFA3XY"""">Honest Tea Half Tea & Half Lemonade 12 pack 16.9 oz. plastic bottles</a>  - I quickly grew tired of the cost, and disposing of so many plastic bottles.<br /><br />Making the switch to tea bags, I picked this tea at random from the local grocery store, expecting it would be one of many brands and types I would need to try before finding a favorite.  After trying a few others, this is definitely the one!<br /><br />If anyone has information on the quality of ingredients, EGCG levels, etc., please reply to this review."
330360	"If you've bought the new formula of Hill's Science Diet dog food, you may have noticed an extreme fragrance.  It is unpleasant to humans, but the dogs seem to like it (if you get my drift--think, """"base of a fire hydrant"""").  This is unnecessary because the dogs liked it before and it had a tolerable dog food odor for humans to smell.  The new stuff is odiferous in a disgusting way.  I don't want that fragrance in my house, let alone the kitchen, which is where the dogs eat.<br /><br />This new stuff is probably the same as the old stuff only now you get less of it and it costs more.  Sigh.  So you pay more for less food, but at least it isn't stinky.  The dogs like it just as much as they did before.<br /><br />I hope Amazon will begin to carry this product in the large size.  We have two """"mature"""" labs, so we will always need a supply of this food.  The local pet store isn't open 24 hours and doesn't always have what we want.<br /><br />This would be a terrific item for """"Subscribe and Save""""."
235533	This tea is one of my favorites.  It's a caffeine-free tea that has a wonderful lemon flavor with a bite of ginger.  It's very refreshing and satisfying.  I especially enjoy it when I have an upset stomach.
196316	Very light tasting, and actually tastes like the fruit -- no cloyingly overly sweet syrup to detract from taste.  Gave some to my boyfriend who commented on how fresh, and natural the peaches taste.  like them sooo much I get both the peaches and fruit cocktail on autoship.
150766	Received a sample box of Ahmad English Tea in a Christmas gift basket.  When it was gone, ordered a box of 100 tea bags.  This is a nice dark and hearty tea.  And it's from England. Excellent either in the morning or for late afternoon on a winter day. Though with the shipping fee it's a bit expensive, it is worth it.  Now one of my favorite teas.  Will order again.
123004	These are the BEST chips ever!  I hate chips that are ruined by mass quantities of salt.  These chips actually taste like...wait for it...POTATO!  The only thing wrong with them is that they are so good I can't stop eating them!  Light, crisp, not greasy, and tasty.  Could it get any better?
433442	"Now, one of the reviewers of this product complained about the sugar content of this cereal by only looking at the ingredients list, which is not how to determine the nutritional value of any product (especially when the reviewer cannot distinguish between nutritive and non-nutritive ingredients). This cereal has just as many simple sugars as Frosted Flakes, but the cereal does not claim to be low in sugar. What's important about this cereal is that it offers quite a bit of fiber and vitamins/minerals (not as much as some cereals, but since I have no deficiencies in this area, I didn't mind). Also, it only has 3 times the salt of a half cup of milk which is not LOADED. A can of healthy choice soup, now that is loaded with salt.<br /><br />Now, I chose this cereal as a replacement for Frosted Flakes/Honey Nut Cheerios, which against my better judgment I continued to have every morning. I should point out that I don't drink coffee in the mornings and I don't drink soda (less than 1 a week on average). I also eat no sweets.  Simple sugars (listed as just """"Sugars"""" on the nutrition label) seem to be treated like carcinogens, while most people don't realize that aspartame (artificial sweetener in most diet sodas) really is one. If your diet is already low in sugar and you feel confident you can burn through those sugars pretty quick (since I don't drink caffeinated drinks, I need that jolt in the morning), then this is a good choice. If your diet already has quite a bit of sugar or your doctor tells you to cut down on simple sugars (or you also have a couple of cups of caffeinated coffee with sugar every morning), then go with another bran cereal without the oat clusters and syrups (which I really do not like that much). Also, if you are concerned about the total carbs, please note that a normal 2000 calories diet would include about 300g of carbohydrates (so yes, high protein diets contradict  this).<br /><br />Since taste is completely subjective, I won't put much emphasis on it. In my opinion, it tastes pretty good (but I don't consume many sweets during the day)."
14294	Far and away some of the best chocolate available. This product needs to return to store shelves for purchase anytime. Becoming harder to find. These chocolates are an old time favorite.
299043	Tim Hortons has the best coffee in the world. Maxwell and Foldgers is like drinking tar compared to this smooth tasting coffee. Thank you Canada for your 3 great exports, 1st Beer, 2nd (close 1st) Hockey, and 3rd Tim Hortons.
186861	This item is way over priced.  Don't pay $1 / cup.  You can get it around $0.60 / cup anywhere else online.  If you are paying $1 / cup, you might as well go to Dunkin Donuts.
89604	"I can't/won't feed this to my own dogs because of food allergies, and there's the mysterious """"animal fat"""" and """"animal digest"""" in this ingredient list which makes me a little nervous about which animal it came from.  Really, the ingredient list is terrible, it's a bunch of leftover food waste products made into dog food.  Beef is the first ingredient in the list, but when you add up all the forms of soy, corn, and wheat in the ingredient list, there's more junk in this dog food than beef.<br /><br />*BUT*, my family's dog is a picky eater and this Chef Michael's dog food is perfect for her because she's used to treats and flavorful table scraps (bad, bad habit that I don't approve of) and she snubs healthier kibbles.  Salt makes this kibble tasty.  With the ingredient list, this kibble reminds me of salted kinda-meaty Cheetos, complete with unnecessary food colorings.<br /><br />For my own dogs, this would be a 1-star food (honestly, I think this is junk and overpriced too for what it is), but this food does have its uses if you don't really mind what's in it and you have a picky dog and need extra flavorings to entice them to eat dry dog food."
80013	"This is a nice smooth coffee, a part of the Keurig K-cup portfolio. This is labelled """"extra bold."""" Not sure that that is the case. This has a nice smooth, albeit rather mild (and even bland) flavor.<br /><br />However, some K-cups have a harsh, almost acidic, quality to them and are not particularly pleasant. This produces a nice cup of coffee."
170086	"I usually buy wheat berries in bulk but had no other choices yesterday and bought the only brand (Nature's Earthly Choice, packaged) carried in my local market. Not only is Nature's Earthly Choice about FIVE times as expensive as buying in bulk (even from the high-end national chain store), but Nature's Earthly Choice is also more expensive than virtually all other brands. And after cooking, Nature's Earthly Choice Wheat Berries looked awful - as if they'd been totally overcooked and every kernal had exploded. (Perhaps that's because they've been turned into a """"cooks in 15 minutes"""" processed grain.) Cooking instructions on the package are almost non-existant -- no mention of medium or low flame, covered or uncovered, whether all the water was all supposed to be absorbed or what. The salad recipe on the package made it sound like there should've been no excess water, so after 20 minutes on an uncovered simmer I figured I was supposed to drain the berries. I know I'll end up feeling like I should apologize to fans (of my usual apple salad with wheat berries) about how it looks.  Very disappointing and a ripoff."
228696	These chips are quite tasty and the price is right.  Packaged very well, would buy again.
9062	"I really enjoy Wolfgang Puck's K-Cups, so far all the ones I've tried haven't left my stomach churning..and,<br /><br />this was my first time trying out the Sorrento Fair Trade Roast and purchased it on a Warehouse Amazon price deal.  I am really happy with my purchase.  The taste of the Sorrento is what I would expect of a Medium Roast = A good, smooth blend.  No bitter, acidic after taste, and leaves you wanting for more after that first cup!  (At least, it left me)! :p  It's doesn't leave you with the """"shhhakes"""" either, it has that right """"balance"""" you need with your daily cup of coffee.<br /><br />Yes, I will be getting another 24-Count of this when I am finished with this pack!<br /><br />5-Stars!"
445975	This is the only thing I use when I have the first signs of a cold or flu or just don't feel right. It's also the only thing that helps with my annoying cough that seems to last all winter. I'm not sure if I have allergies or what but all I have to do is drink a couple of cups of this tea and it settles my throat. I have a few other friends that have gotten hooked on this when they start to get sick. I haven't been able to find this tea anywhere in our town so I have to order.  It's the greatest tea.
546238	I used peanut oil for the first time at a friends house, and really liked its high smoke temperature. So I went to get some at my local supermarket and they wanted $7 for a 10 ounce bottle. I decided to wait two days and get this instead. Seems to be a great oil. Fairly tasteless (as most peanut oils are) and has a very high smoke point compared to olive and vegetable oil. For three big bottles for around $20, and you can't really beat this deal.
335668	good taste, possibly  elevates mood- this one is non-carbonated , better than the other Neuro carbonated drinks that upset my stomach.
199736	The pita chips themselves are very, very good - flavorful, but lightly salted with sea salt and crunchy.  Almost addictive.<br /><br />However, when I received my packages, they were mostly croutons.  Very, very, poorly packed and were smashed in transit.  There was no packing in the box with the chip, therefore, they just sloshed around until they were small pieces of chips.<br /><br />I would hope that next time someone orders them you'd pack them better.<br /><br />I know that I won't get an answer to this as no one there really cares as long as you get your money, and that this review is just a formality.  I did contact Stacy's about the issue and got a lot of nonsense about being fragile, hard to ship (they get shipped to stores without a problem), blah, blah, blah, ad nauseam.<br /><br />Someone, somewhere, needs to do a quality check on packing.
107903	I  bought this for a specific recipe in a book and I like the flavor so much I've been looking for more ways to use it. The cake I made with it turned out beautifully, as did the cookies. The cookies didn't even last until the next day! The flavor is mild, but very present in baked goods and custard creams.
339952	I had a hankering for some macadamia nuts so i went to Target and this is all they had. The price seemed like a real bargain now I know why.. What looks like a big ol macadamia nut is mostly all chocolate and literally a half of a small nut!!!  I don't know how they get so much chocolate over such a small piece! I guess if you like mostly all chocolate and a little nut then you might like these.
67790	These chips were a great deal.  Kettle was having a special deal for the case of chips.  They are hard to find in Vegas and are my favorite flavor. Shipping was very fast, sooner than expected.
127917	This product makes everything taste better! Fruits, veggies, nuts, sashimi, etc.! Only downside is the price, after I bought my first bottle here, thankfully a local japanese marketplace here in San Jose, CA carries it. They also carry a 12 oz version, so I got it much cheaper. But if you have no close proximity to an asian store in your city/state, then Amazon is your best choice.
366689	"I bought this and figured """"hey nothing but $4 to lose.""""  and it is not even worth that.  I opened it and it looked like chocolate cake batter and figured ok, nice.  At first taste i was like, """"not horrible... oh, there it is.""""  It has a horrible after taste that makes me think of random chemicals.  Don't buy this."
556053	This espresso is better than any I've been able to find in stores.  Imported from Italy, it is strong but not bitter.  Comes in a pack of 4 cans.  My mother used to have to bring home a suitcase of this stuff when she came back from Italy.  Now my entire family buys this from Amazon.
381113	"Tangerine Orange Tea is wonderful.  The rich flavor allows more life to the tea bags.  It makes perfect icy tea.  (I do not drink hot tea.)  It doesn't take long to make.  I love it because I don't even have to """"brew"""" it; I simply put it in my water bottle with water, stick it in the freezer, and I have icy tea in no time.  Ths tea would be perfect with an orange muffin - or any flavor muffin.<br /><br />I recommend this tea to any tea lover."
174273	My Pomeranian has a very sensitive digestive system and I could never find a food that I knew would provide him both great nutrition, taste and no allergic reaction.  Until this canned food ----- that is.  He loves it and it is made so well.  You can tell there are no fillers in it by the appearance and texture.  In fact, when you read the ingredients there is only Turkey Brown Rice and Vitamins.  I encourage anyone who is thinking about ordering this food to give it a try.  Your pooch will be glad you did.
81430	"I prefer to eat alone as it is very important to me to savor each nuance with unobstructed emotions and not be tainted by someone else's opinion (besides the unruly one named """"Dog"""" just horks stuff down.  I'm surprised he hasn't eaten the bowl by accident).  By dining on my own, I can laugh or to weep as the mood dictates, mindless of the sort of inhibitions companions might pose.<br />The first time I experienced Bellyrubs snacks, I tentatively licked up a flake and then another, and then another.  Each piece was a joy!  My shoulders relaxed.... my mind expanded.  For a moment nothing existed but me and the delicate tuna flakes.<br />Eating these treats do not disappoint, they are pure unadulterated, uncompromised joy.<br /><br />More please!<br />Steve-The-Cat<br />,,,^. .^,,,~"
